ssn,role,birth_date,hire_date,termination_date,gross_compensation,plan_year_compensation,capped_compensation,pre_tax_deferral_percentage,pre_tax_contributions,employer_non_elective_contribution,employer_match_contribution
DUMMY_NH_167422_000000,Staff,1969-07-03,2024-04-05 00:00:00.000000,2024-06-13,48347.4,9246.77,9246.77,5,462.34,0.0,231.17
DUMMY_NH_659816_000001,Staff,1974-02-07,2024-06-18 00:00:00.000000,,36826.75,19822.05,19822.05,1,198.22,0.0,99.11
DUMMY_NH_460011_000002,Manager,1982-07-28,2024-11-16 00:00:00.000000,2024-11-21,118647.29,1945.04,1945.04,3,58.35,0.0,29.18
DUMMY_NH_403910_000003,Staff,1977-06-15,2024-10-15 00:00:00.000000,2024-11-30,51971.11,6673.89,6673.89,5,333.69,0.0,166.84
DUMMY_NH_966523_000004,Staff,1984-04-19,2024-11-24 00:00:00.000000,2024-12-23,70771.91,5800.98,5800.98,3,174.03,0.0,87.02
DUMMY_NH_591022_000005,Manager,1968-02-04,2024-03-06 00:00:00.000000,,82519.88,67864.71,67864.71,0,0.0,0.0,0.0
DUMMY_NH_412176_000006,Staff,1986-06-03,2024-07-14 00:00:00.000000,,67187.87,31391.05,31391.05,3,941.73,0.0,470.86
DUMMY_NH_672852_000007,Manager,1980-12-26,2024-04-05 00:00:00.000000,,99284.46,73513.9,73513.9,3,2205.42,0.0,1102.71
DUMMY_NH_758647_000008,Executive,1993-12-25,2024-03-05 00:00:00.000000,,182278.58,150404.73,150404.73,5,7520.24,0.0,3760.12
DUMMY_NH_961503_000009,Manager,1992-03-10,2024-07-18 00:00:00.000000,,79734.98,36381.81,36381.81,5,1819.09,0.0,909.54
DUMMY_NH_757446_000010,Staff,1986-11-26,2024-10-22 00:00:00.000000,,53336.83,10346.76,10346.76,2,206.94,0.0,103.47
DUMMY_NH_208360_000011,Staff,1988-03-21,2024-06-25 00:00:00.000000,,41616.93,21604.42,21604.42,10,2160.44,0.0,648.14
DUMMY_NH_927086_000012,Staff,1980-11-26,2024-01-12 00:00:00.000000,,49723.85,48229.42,48229.42,3,1446.88,0.0,723.44
DUMMY_NH_875751_000013,Staff,1981-01-12,2024-08-15 00:00:00.000000,,51994.89,19746.69,19746.69,3,592.4,0.0,296.2
DUMMY_NH_951440_000014,Manager,1994-07-21,2024-05-06 00:00:00.000000,,70527.04,46247.24,46247.24,3,1387.42,0.0,693.71
DUMMY_NH_114638_000015,Staff,1996-08-27,2024-10-31 00:00:00.000000,,43483.87,7366.12,7366.12,5,368.31,0.0,184.16
