ssn,role,birth_date,hire_date,termination_date,gross_compensation,plan_year_compensation,capped_compensation,pre_tax_deferral_percentage,pre_tax_contributions,employer_non_elective_contribution,employer_match_contribution
DUMMY_NH_332031_00000,Staff,1983-08-19,2021-04-08 00:00:00.000000,2021-11-20,47723.39,29680.026109589042,29680.026109589042,4,1187.2,0.0,593.6
DUMMY_NH_404526_00001,Staff,1976-12-05,2021-08-24 00:00:00.000000,,39212.01,13965.921369863014,13965.921369863014,10,1396.59,0.0,418.98
DUMMY_NH_589885_00002,Manager,1981-11-16,2021-04-30 00:00:00.000000,,128279.0,86456.53150684932,86456.53150684932,2,1729.13,0.0,864.57
DUMMY_NH_720113_00003,Staff,1988-04-07,2021-06-01 00:00:00.000000,,39901.59,23394.35687671233,23394.35687671233,5,1169.72,0.0,584.86
DUMMY_NH_769901_00004,Staff,1976-07-01,2021-04-05 00:00:00.000000,2021-05-04,33779.21,2776.373424657534,2776.373424657534,6,166.58,0.0,83.29
DUMMY_NH_849261_00005,Staff,1987-04-06,2021-05-23 00:00:00.000000,2021-10-18,38065.25,15538.96506849315,15538.96506849315,1,155.39,0.0,77.69
DUMMY_NH_417631_00006,Staff,1975-09-28,2021-03-23 00:00:00.000000,,48059.34,37394.11660273973,37394.11660273973,0,0.0,0.0,0.0
DUMMY_NH_219648_00007,Staff,1972-06-22,2021-05-21 00:00:00.000000,2021-10-14,41686.55,16788.829726027398,16788.829726027398,6,1007.33,0.0,503.66
DUMMY_NH_467370_00008,Staff,1980-02-08,2021-07-29 00:00:00.000000,2021-09-29,63509.14,10961.851561643836,10961.851561643836,10,1096.19,0.0,328.86
DUMMY_NH_448703_00009,Staff,1978-06-20,2021-10-07 00:00:00.000000,2021-12-30,57708.84,13439.044931506847,13439.044931506847,5,671.95,0.0,335.98
DUMMY_NH_596851_00010,Staff,1977-08-04,2021-03-28 00:00:00.000000,,53131.66,40612.967506849316,40612.967506849316,5,2030.65,0.0,1015.32
DUMMY_NH_187255_00011,Manager,1956-10-23,2021-02-21 00:00:00.000000,2021-04-09,149480.58,19657.720109589038,19657.720109589038,10,1965.77,0.0,589.73
DUMMY_NH_178486_00012,Staff,1968-08-21,2021-06-25 00:00:00.000000,,48506.86,25250.146301369863,25250.146301369863,3,757.5,0.0,378.75
DUMMY_NH_439459_00013,Staff,1974-10-20,2021-09-09 00:00:00.000000,,67450.67,21066.784602739725,21066.784602739725,3,632.0,0.0,316.0
DUMMY_NH_210714_00014,Staff,1975-02-08,2021-10-28 00:00:00.000000,2021-11-05,38737.11,955.1616164383562,955.1616164383562,2,19.1,0.0,9.55
DUMMY_NH_294216_00015,Executive,1978-06-19,2021-04-16 00:00:00.000000,,148348.47,105672.88273972602,105672.88273972602,3,3170.19,0.0,1585.09
DUMMY_NH_965166_00016,Staff,1967-04-24,2021-11-06 00:00:00.000000,2021-12-26,41351.92,5777.939506849315,5777.939506849315,3,173.34,0.0,86.67
DUMMY_NH_731423_00017,Staff,1971-11-06,2021-01-29 00:00:00.000000,,54036.28,49891.03112328767,49891.03112328767,0,0.0,0.0,0.0
DUMMY_NH_880621_00018,Executive,1988-06-21,2021-08-24 00:00:00.000000,,130000.0,46301.36986301369,46301.36986301369,3,1389.04,0.0,694.52
DUMMY_NH_157107_00019,Staff,1984-01-03,2021-09-12 00:00:00.000000,,48629.39,14788.663808219178,14788.663808219178,10,1478.87,0.0,443.66
DUMMY_NH_167849_00020,Staff,1983-11-17,2021-02-13 00:00:00.000000,,57117.46,50388.55375342466,50388.55375342466,3,1511.66,0.0,755.83
DUMMY_NH_608727_00021,Staff,1995-08-07,2021-03-27 00:00:00.000000,,30000.0,23013.698630136983,23013.698630136983,0,0.0,0.0,0.0
DUMMY_NH_967774_00022,Manager,1974-04-14,2021-11-03 00:00:00.000000,2021-11-23,108440.04,6239.016,6239.016,3,187.17,0.0,93.59
DUMMY_NH_884585_00023,Manager,1998-01-07,2021-05-09 00:00:00.000000,2021-11-13,78045.5,40412.60136986301,40412.60136986301,0,0.0,0.0,0.0
DUMMY_NH_616106_00024,Manager,1989-11-18,2021-01-19 00:00:00.000000,,104986.67,99809.24517808219,99809.24517808219,10,9980.92,0.0,2994.28
DUMMY_NH_664148_00025,Staff,1982-12-06,2021-01-06 00:00:00.000000,,36400.5,35901.863013698625,35901.863013698625,8,2872.15,0.0,1077.06
DUMMY_NH_742399_00026,Staff,1985-10-15,2021-04-17 00:00:00.000000,2021-09-21,50417.57,21824.59194520548,21824.59194520548,6,1309.48,0.0,654.74
DUMMY_NH_107658_00027,Staff,1978-09-24,2021-05-30 00:00:00.000000,,42469.27,25132.499506849315,25132.499506849315,10,2513.25,0.0,753.97
DUMMY_NH_435558_00028,Staff,1983-05-12,2021-11-07 00:00:00.000000,2021-11-07,40599.2,111.23068493150684,111.23068493150684,3,3.34,0.0,1.67
DUMMY_NH_725268_00029,Staff,1982-10-06,2021-06-27 00:00:00.000000,,57634.77,29685.854136986298,29685.854136986298,1,296.86,0.0,148.43
DUMMY_NH_753120_00030,Staff,1984-09-11,2021-09-28 00:00:00.000000,,51397.02,13377.306575342463,13377.306575342463,5,668.87,0.0,334.43
DUMMY_NH_966929_00031,Staff,1991-05-10,2021-11-07 00:00:00.000000,2021-11-18,51204.84,1683.4467945205477,1683.4467945205477,3,50.5,0.0,25.25
